payroll_id,employee_id,pay_period,pay_date,basic_salary_sar,housing_allowance_sar,transport_allowance_sar,other_allowances_sar,overtime_hours,overtime_pay_sar,gross_pay_sar,gosi_employee_sar,gosi_employer_sar,absence_deduction_sar,loan_deduction_sar,other_deductions_sar,total_deductions_sar,net_pay_sar,payment_method,currency
PAY-003250,EMP-0392,2025-08,27-08-2025,16550,4138,1200,0,8.5,879.22,22767.22,2017.08,2430.84,0,0,0,2017.08,20750.14,Bank Transfer,SAR
PAY-003251,EMP-0393,2025-08,27-08-2025,8700,2175,870,0,21.5,1169.06,12914.06,0,217.5,0,2450,0,2450,10464.06,Bank Transfer,SAR
PAY-003252,EMP-0394,2025-08,27-08-2025,11350,2838,1135,0,15.5,1099.53,16422.53,0,283.76,0,0,0,0,16422.53,Bank Transfer,SAR
PAY-003253,EMP-0395,2025-08,27-08-2025,26050,6513,1200,2450,0,0,36213,0,651.26,0,2250,0,2250,33963,Bank Transfer,SAR
PAY-003254,EMP-0396,2025-08,27-08-2025,28150,7038,1200,1400,0,0,37788,3430.83,4134.59,0,0,0,3430.83,34357.17,Bank Transfer,SAR
PAY-003255,EMP-0397,2025-08,27-08-2025,19150,4788,1200,0,0,0,25138,0,478.76,1675.87,0,0,1675.87,23462.13,Bank Transfer,SAR
PAY-003256,EMP-0398,2025-08,27-08-2025,12000,3000,1200,0,19.5,1462.5,17662.5,1462.5,1762.5,0,2400,0,3862.5,13800,Bank Transfer,SAR
PAY-003257,EMP-0399,2025-08,27-08-2025,5350,1338,535,0,0,0,7223,0,133.76,0,0,0,0,7223,Bank Transfer,SAR
PAY-003258,EMP-0400,2025-08,27-08-2025,5050,1263,505,0,25,789.06,7607.06,0,126.26,0,0,0,0,7607.06,Bank Transfer,SAR
PAY-003259,EMP-0402,2025-08,27-08-2025,13000,3250,1200,0,10,812.5,18262.5,0,325,0,0,0,0,18262.5,Bank Transfer,SAR
PAY-003260,EMP-0403,2025-08,27-08-2025,8750,2188,875,0,0,0,11813,1066.46,1285.21,0,0,280,1346.46,10466.54,WPS Transfer,SAR
PAY-003261,EMP-0405,2025-08,27-08-2025,10950,2738,1095,0,0,0,14783,0,273.76,492.77,0,0,492.77,14290.23,Bank Transfer,SAR
PAY-003262,EMP-0406,2025-08,27-08-2025,12400,3100,1200,0,23.5,1821.25,18521.25,1511.25,1821.25,0,0,0,1511.25,17010,Bank Transfer,SAR
PAY-003263,EMP-0407,2025-08,27-08-2025,6150,1538,615,0,0,0,8303,0,153.76,0,0,0,0,8303,Bank Transfer,SAR
PAY-003264,EMP-0409,2025-08,27-08-2025,5450,1363,545,0,17.5,596.09,7954.09,664.27,800.53,0,0,0,664.27,7289.82,Bank Transfer,SAR
PAY-003265,EMP-0410,2025-08,27-08-2025,6300,1575,630,0,0,0,8505,767.81,925.31,0,0,0,767.81,7737.19,Bank Transfer,SAR
PAY-003266,EMP-0411,2025-08,27-08-2025,9350,2338,935,0,0,0,12623,1139.58,1373.34,0,1900,0,3039.58,9583.42,Bank Transfer,SAR
PAY-003267,EMP-0412,2025-08,27-08-2025,6400,1600,640,0,9,360,9000,0,160,288,0,0,288,8712,Bank Transfer,SAR
PAY-003268,EMP-0414,2025-08,27-08-2025,6300,1575,630,400,0,0,8905,0,157.5,0,0,0,0,8905,Bank Transfer,SAR
PAY-003269,EMP-0415,2025-08,27-08-2025,5800,1450,580,550,13.5,489.38,8869.38,706.88,851.88,0,0,0,706.88,8162.5,Bank Transfer,SAR
PAY-003270,EMP-0416,2025-08,27-08-2025,4600,1150,460,0,2.5,71.88,6281.88,560.63,675.63,0,0,0,560.63,5721.25,WPS Transfer,SAR
PAY-003271,EMP-0417,2025-08,27-08-2025,5900,1475,590,0,21.5,792.81,8757.81,719.06,866.56,0,0,0,719.06,8038.75,Bank Transfer,SAR
PAY-003272,EMP-0419,2025-08,27-08-2025,5850,1463,585,0,0,0,7898,713.02,859.28,0,0,0,713.02,7184.98,Bank Transfer,SAR
PAY-003273,EMP-0420,2025-08,27-08-2025,4700,1175,470,0,0,0,6345,572.81,690.31,0,2000,0,2572.81,3772.19,Bank Transfer,SAR
PAY-003274,EMP-0422,2025-08,27-08-2025,9200,2300,920,0,25,1437.5,13857.5,1121.25,1351.25,0,0,250,1371.25,12486.25,Bank Transfer,SAR
PAY-003275,EMP-0424,2025-08,27-08-2025,17650,4413,1200,0,0,0,23263,2151.14,2592.4,0,2350,0,4501.14,18761.86,Bank Transfer,SAR
PAY-003276,EMP-0425,2025-08,27-08-2025,5950,1488,595,0,4,148.75,8181.75,0,148.76,0,0,0,0,8181.75,Bank Transfer,SAR
PAY-003277,EMP-0426,2025-08,27-08-2025,29150,7288,1200,0,0,0,37638,0,728.76,0,0,0,0,37638,Bank Transfer,SAR
PAY-003278,EMP-0427,2025-08,27-08-2025,7750,1938,775,0,0,0,10463,0,193.76,0,1200,0,1200,9263,WPS Transfer,SAR
PAY-003279,EMP-0428,2025-08,27-08-2025,10850,2713,1085,0,0,0,14648,0,271.26,0,0,0,0,14648,Bank Transfer,SAR
PAY-003280,EMP-0429,2025-08,27-08-2025,8300,2075,830,0,17,881.88,12086.88,0,207.5,0,0,0,0,12086.88,Bank Transfer,SAR
PAY-003281,EMP-0430,2025-08,27-08-2025,6400,1600,640,1900,0,0,10540,0,160,576,0,0,576,9964,Bank Transfer,SAR
PAY-003282,EMP-0431,2025-08,27-08-2025,8450,2113,845,0,2.5,132.03,11540.03,0,211.26,760.53,0,0,760.53,10779.5,Bank Transfer,SAR
PAY-003283,EMP-0432,2025-08,27-08-2025,8650,2163,865,1050,12,648.75,13376.75,1054.27,1270.53,0,500,0,1554.27,11822.48,Bank Transfer,SAR
PAY-003284,EMP-0433,2025-08,27-08-2025,16100,4025,1200,0,17.5,1760.94,23085.94,0,402.5,1421.67,0,0,1421.67,21664.27,Bank Transfer,SAR
PAY-003285,EMP-0434,2025-08,27-08-2025,12250,3063,1200,0,14,1071.88,17584.88,0,306.26,0,0,0,0,17584.88,Bank Transfer,SAR
PAY-003286,EMP-0435,2025-08,27-08-2025,8750,2188,875,950,0,0,12763,1066.46,1285.21,0,0,0,1066.46,11696.54,Bank Transfer,SAR
PAY-003287,EMP-0436,2025-08,27-08-2025,7450,1863,745,0,10,465.63,10523.63,0,186.26,0,0,0,0,10523.63,Bank Transfer,SAR
PAY-003288,EMP-0438,2025-08,27-08-2025,8900,2225,890,0,0,0,12015,0,222.5,801,0,0,801,11214,Bank Transfer,SAR
PAY-003289,EMP-0439,2025-08,27-08-2025,6250,1563,625,0,0,0,8438,0,156.26,843.8,0,0,843.8,7594.2,Cheque,SAR
PAY-003290,EMP-0440,2025-08,27-08-2025,6800,1700,680,0,0,0,9180,0,170,0,0,0,0,9180,Bank Transfer,SAR
PAY-003291,EMP-0441,2025-08,27-08-2025,16850,4213,1200,0,0,0,22263,2053.64,2474.9,0,0,0,2053.64,20209.36,Bank Transfer,SAR
PAY-003292,EMP-0442,2025-08,27-08-2025,7800,1950,780,700,26,1267.5,12497.5,950.63,1145.63,0,0,0,950.63,11546.87,Bank Transfer,SAR
PAY-003293,EMP-0443,2025-08,27-08-2025,9850,2463,985,0,11.5,707.97,14005.97,0,246.26,0,0,0,0,14005.97,Bank Transfer,SAR
PAY-003294,EMP-0444,2025-08,27-08-2025,8500,2125,850,2050,4,212.5,13737.5,1035.94,1248.44,0,1100,0,2135.94,11601.56,Bank Transfer,SAR
PAY-003295,EMP-0445,2025-08,27-08-2025,10900,2725,1090,0,13.5,919.69,15634.69,0,272.5,0,0,0,0,15634.69,WPS Transfer,SAR
PAY-003296,EMP-0446,2025-08,27-08-2025,11600,2900,1160,0,0,0,15660,1413.75,1703.75,0,850,0,2263.75,13396.25,Bank Transfer,SAR
PAY-003297,EMP-0448,2025-08,27-08-2025,12400,3100,1200,1550,0,0,18250,1511.25,1821.25,0,0,0,1511.25,16738.75,Bank Transfer,SAR
PAY-003298,EMP-0449,2025-08,27-08-2025,6350,1588,635,0,2.5,99.22,8672.22,773.96,932.71,0,0,0,773.96,7898.26,Bank Transfer,SAR
PAY-003299,EMP-0451,2025-08,27-08-2025,26850,6713,1200,700,0,0,35463,0,671.26,0,0,0,0,35463,Bank Transfer,SAR
PAY-003300,EMP-0452,2025-08,27-08-2025,6500,1625,650,1100,0,0,9875,792.19,954.69,0,0,0,792.19,9082.81,Bank Transfer,SAR
PAY-003301,EMP-0453,2025-08,27-08-2025,6300,1575,630,0,10,393.75,8898.75,767.81,925.31,0,0,0,767.81,8130.94,Bank Transfer,SAR
PAY-003302,EMP-0454,2025-08,27-08-2025,5300,1325,530,0,13,430.63,7585.63,645.94,778.44,0,0,0,645.94,6939.69,Bank Transfer,SAR
PAY-003303,EMP-0455,2025-08,27-08-2025,4800,1200,480,0,0,0,6480,0,120,0,2450,0,2450,4030,Bank Transfer,SAR
PAY-003304,EMP-0457,2025-08,27-08-2025,5050,1263,505,0,14,441.88,7259.88,615.52,741.78,0,0,180,795.52,6464.36,Bank Transfer,SAR
PAY-003305,EMP-0459,2025-08,27-08-2025,6400,1600,640,1700,0,0,10340,780,940,0,0,120,900,9440,Bank Transfer,SAR
PAY-003306,EMP-0460,2025-08,27-08-2025,10050,2513,1005,0,25,1570.31,15138.31,0,251.26,0,0,0,0,15138.31,Bank Transfer,SAR
PAY-003307,EMP-0461,2025-08,27-08-2025,4900,1225,490,0,15,459.38,7074.38,597.19,719.69,0,0,100,697.19,6377.19,Bank Transfer,SAR
PAY-003308,EMP-0463,2025-08,27-08-2025,5850,1463,585,550,24.5,895.78,9343.78,0,146.26,0,0,0,0,9343.78,Bank Transfer,SAR
PAY-003309,EMP-0464,2025-08,27-08-2025,5800,1450,580,900,25.5,924.38,9654.38,706.88,851.88,0,0,0,706.88,8947.5,Bank Transfer,SAR
PAY-003310,EMP-0465,2025-08,27-08-2025,11200,2800,1120,0,3.5,245,15365,0,280,0,950,0,950,14415,Bank Transfer,SAR
PAY-003311,EMP-0466,2025-08,27-08-2025,11900,2975,1190,400,0,0,16465,0,297.5,0,0,0,0,16465,Bank Transfer,SAR
PAY-003312,EMP-0467,2025-08,27-08-2025,4650,1163,465,300,0,0,6578,566.77,683.03,0,0,0,566.77,6011.23,Bank Transfer,SAR
PAY-003313,EMP-0468,2025-08,27-08-2025,11850,2963,1185,2450,10.5,777.66,19225.66,0,296.26,0,0,0,0,19225.66,Bank Transfer,SAR
PAY-003314,EMP-0469,2025-08,27-08-2025,4600,1150,460,0,0,0,6210,0,115,0,0,0,0,6210,Bank Transfer,SAR
PAY-003315,EMP-0470,2025-08,27-08-2025,4600,1150,460,0,0,0,6210,0,115,0,400,0,400,5810,Bank Transfer,SAR
PAY-003316,EMP-0471,2025-08,27-08-2025,25000,6250,1200,0,0,0,32450,3046.88,3671.88,0,0,0,3046.88,29403.12,Bank Transfer,SAR
PAY-003317,EMP-0472,2025-08,27-08-2025,8600,2150,860,850,24,1290,13750,1048.13,1263.13,0,0,0,1048.13,12701.87,Bank Transfer,SAR
PAY-003318,EMP-0473,2025-08,27-08-2025,8150,2038,815,0,0,0,11003,993.33,1197.09,366.77,0,0,1360.1,9642.9,Bank Transfer,SAR
PAY-003319,EMP-0474,2025-08,27-08-2025,7700,1925,770,0,0,0,10395,938.44,1130.94,0,0,230,1168.44,9226.56,Bank Transfer,SAR
PAY-003320,EMP-0475,2025-08,27-08-2025,12800,3200,1200,0,19,1520,18720,0,320,573.33,0,0,573.33,18146.67,Bank Transfer,SAR
PAY-003321,EMP-0476,2025-08,27-08-2025,14600,3650,1200,0,0,0,19450,0,365,0,0,0,0,19450,Bank Transfer,SAR
PAY-003322,EMP-0478,2025-08,27-08-2025,7500,1875,750,0,0,0,10125,914.06,1101.56,0,0,0,914.06,9210.94,Bank Transfer,SAR
PAY-003323,EMP-0480,2025-08,27-08-2025,14150,3538,1200,200,0,0,19088,0,353.76,0,0,0,0,19088,Bank Transfer,SAR
PAY-003324,EMP-0481,2025-08,27-08-2025,15500,3875,1200,0,3.5,339.06,20914.06,0,387.5,0,0,0,0,20914.06,Bank Transfer,SAR
PAY-003325,EMP-0482,2025-08,27-08-2025,8400,2100,840,2050,0,0,13390,0,210,0,0,0,0,13390,Bank Transfer,SAR
PAY-003326,EMP-0483,2025-08,27-08-2025,8800,2200,880,0,0,0,11880,1072.5,1292.5,0,1850,0,2922.5,8957.5,Bank Transfer,SAR
PAY-003327,EMP-0484,2025-08,27-08-2025,10600,2650,1060,0,0,0,14310,1291.88,1556.88,477,0,80,1848.88,12461.12,Bank Transfer,SAR
PAY-003328,EMP-0485,2025-08,27-08-2025,10100,2525,1010,0,16.5,1041.56,14676.56,0,252.5,0,0,0,0,14676.56,Bank Transfer,SAR
PAY-003329,EMP-0487,2025-08,27-08-2025,10850,2713,1085,0,0,0,14648,1322.39,1593.65,0,0,0,1322.39,13325.61,Bank Transfer,SAR
PAY-003330,EMP-0488,2025-08,27-08-2025,10850,2713,1085,700,0,0,15348,0,271.26,0,0,0,0,15348,Bank Transfer,SAR
PAY-003331,EMP-0489,2025-08,27-08-2025,11700,2925,1170,0,0,0,15795,0,292.5,0,1450,0,1450,14345,Bank Transfer,SAR
PAY-003332,EMP-0490,2025-08,27-08-2025,6250,1563,625,0,13,507.81,8945.81,0,156.26,562.53,0,0,562.53,8383.28,Bank Transfer,SAR
PAY-003333,EMP-0491,2025-08,27-08-2025,37150,9288,1200,0,0,0,47638,4527.71,5456.46,0,0,0,4527.71,43110.29,WPS Transfer,SAR
PAY-003334,EMP-0492,2025-08,27-08-2025,21700,5425,1200,0,0,0,28325,2644.69,3187.19,0,0,0,2644.69,25680.31,Bank Transfer,SAR
PAY-003335,EMP-0493,2025-08,27-08-2025,6300,1575,630,0,0,0,8505,0,157.5,0,0,0,0,8505,Bank Transfer,SAR
PAY-003336,EMP-0494,2025-08,27-08-2025,6500,1625,650,1550,15.5,629.69,10954.69,792.19,954.69,0,0,540,1332.19,9622.5,Bank Transfer,SAR
PAY-003337,EMP-0495,2025-08,27-08-2025,16800,4200,1200,0,0,0,22200,0,420,0,450,0,450,21750,Bank Transfer,SAR
PAY-003338,EMP-0497,2025-08,27-08-2025,8700,2175,870,2050,0,0,13795,1060.31,1277.81,0,1450,0,2510.31,11284.69,Bank Transfer,SAR
PAY-003339,EMP-0498,2025-08,27-08-2025,12050,3013,1200,0,5.5,414.22,16677.22,0,301.26,0,0,0,0,16677.22,Bank Transfer,SAR
PAY-003340,EMP-0499,2025-08,27-08-2025,14750,3688,1200,0,0,0,19638,1797.71,2166.46,0,0,370,2167.71,17470.29,Bank Transfer,SAR
PAY-003341,EMP-0500,2025-08,27-08-2025,22250,5563,1200,0,0,0,29013,0,556.26,0,0,0,0,29013,Bank Transfer,SAR
PAY-003342,EMP-0001,2025-09,27-09-2025,35400,8850,1200,1700,0,0,47150,4314.38,5199.38,0,0,0,4314.38,42835.62,Bank Transfer,SAR
PAY-003343,EMP-0003,2025-09,27-09-2025,8700,2175,870,1650,0,0,13395,0,217.5,0,0,0,0,13395,Bank Transfer,SAR
PAY-003344,EMP-0004,2025-09,27-09-2025,3500,875,350,900,10,218.75,5843.75,426.56,514.06,0,0,0,426.56,5417.19,Bank Transfer,SAR
PAY-003345,EMP-0005,2025-09,27-09-2025,3450,863,345,0,0,0,4658,0,86.26,0,0,0,0,4658,Bank Transfer,SAR
PAY-003346,EMP-0006,2025-09,27-09-2025,3200,800,320,0,0,0,4320,390,470,144,0,0,534,3786,Bank Transfer,SAR
PAY-003347,EMP-0007,2025-09,27-09-2025,8450,2113,845,500,7,369.69,12277.69,0,211.26,0,0,0,0,12277.69,Bank Transfer,SAR
PAY-003348,EMP-0008,2025-09,27-09-2025,4650,1163,465,0,23,668.44,6946.44,566.77,683.03,0,0,0,566.77,6379.67,Bank Transfer,SAR
PAY-003349,EMP-0009,2025-09,27-09-2025,3800,950,380,0,0,0,5130,463.13,558.13,0,0,0,463.13,4666.87,Bank Transfer,SAR
PAY-003350,EMP-0010,2025-09,27-09-2025,29350,7338,1200,0,0,0,37888,3577.08,4310.84,0,0,0,3577.08,34310.92,Bank Transfer,SAR
PAY-003351,EMP-0014,2025-09,27-09-2025,9500,2375,950,0,0,0,12825,1157.81,1395.31,0,0,0,1157.81,11667.19,Bank Transfer,SAR
PAY-003352,EMP-0015,2025-09,27-09-2025,8000,2000,800,0,0,0,10800,975,1175,0,0,0,975,9825,Bank Transfer,SAR
PAY-003353,EMP-0016,2025-09,27-09-2025,8850,2213,885,2400,0,0,14348,0,221.26,0,0,0,0,14348,Bank Transfer,SAR
PAY-003354,EMP-0017,2025-09,27-09-2025,6600,1650,660,0,20.5,845.63,9755.63,0,165,0,0,0,0,9755.63,WPS Transfer,SAR
PAY-003355,EMP-0018,2025-09,27-09-2025,3350,838,335,0,18.5,387.34,4910.34,408.33,492.09,452.3,0,0,860.63,4049.71,Bank Transfer,SAR
PAY-003356,EMP-0019,2025-09,27-09-2025,4700,1175,470,0,8.5,249.69,6594.69,572.81,690.31,0,0,530,1102.81,5491.88,Bank Transfer,SAR
PAY-003357,EMP-0020,2025-09,27-09-2025,11450,2863,1145,0,0,0,15458,0,286.26,0,0,0,0,15458,Bank Transfer,SAR
PAY-003358,EMP-0021,2025-09,27-09-2025,8800,2200,880,0,0,0,11880,1072.5,1292.5,0,0,0,1072.5,10807.5,Bank Transfer,SAR
PAY-003359,EMP-0022,2025-09,27-09-2025,11500,2875,1150,0,0,0,15525,1401.56,1689.06,0,0,0,1401.56,14123.44,Cheque,SAR
PAY-003360,EMP-0023,2025-09,27-09-2025,3400,850,340,0,0,0,4590,0,85,0,0,140,140,4450,Bank Transfer,SAR
PAY-003361,EMP-0024,2025-09,27-09-2025,23700,5925,1200,0,0,0,30825,2888.44,3480.94,0,0,0,2888.44,27936.56,Bank Transfer,SAR
PAY-003362,EMP-0025,2025-09,27-09-2025,6000,1500,600,0,0,0,8100,0,150,0,0,0,0,8100,Bank Transfer,SAR
PAY-003363,EMP-0026,2025-09,27-09-2025,3300,825,330,0,0,0,4455,402.19,484.69,0,0,0,402.19,4052.81,Bank Transfer,SAR
PAY-003364,EMP-0027,2025-09,27-09-2025,3350,838,335,1500,3,62.81,6085.81,0,83.76,0,0,0,0,6085.81,Bank Transfer,SAR
PAY-003365,EMP-0028,2025-09,27-09-2025,9000,2250,900,0,0,0,12150,0,225,0,1850,0,1850,10300,Bank Transfer,SAR
PAY-003366,EMP-0029,2025-09,27-09-2025,3550,888,355,0,23.5,521.41,5314.41,432.71,521.46,0,0,0,432.71,4881.7,Bank Transfer,SAR
PAY-003367,EMP-0030,2025-09,27-09-2025,4550,1138,455,0,20,568.75,6711.75,554.58,668.34,0,1950,0,2504.58,4207.17,Bank Transfer,SAR
PAY-003368,EMP-0031,2025-09,27-09-2025,3800,950,380,0,0,0,5130,463.13,558.13,0,0,0,463.13,4666.87,Bank Transfer,SAR
PAY-003369,EMP-0032,2025-09,27-09-2025,12650,3163,1200,0,18,1423.13,18436.13,0,316.26,0,0,0,0,18436.13,Bank Transfer,SAR
PAY-003370,EMP-0034,2025-09,27-09-2025,11650,2913,1165,1950,0,0,17678,0,291.26,0,0,0,0,17678,Bank Transfer,SAR
PAY-003371,EMP-0035,2025-09,27-09-2025,7300,1825,730,1650,0,0,11505,0,182.5,0,0,0,0,11505,Bank Transfer,SAR
PAY-003372,EMP-0036,2025-09,27-09-2025,6950,1738,695,0,20.5,890.47,10273.47,847.08,1020.84,0,0,0,847.08,9426.39,Bank Transfer,SAR
PAY-003373,EMP-0037,2025-09,27-09-2025,3550,888,355,0,0,0,4793,0,88.76,0,0,0,0,4793,Bank Transfer,SAR
PAY-003374,EMP-0038,2025-09,27-09-2025,4400,1100,440,0,0,0,5940,0,110,198,0,0,198,5742,Bank Transfer,SAR
PAY-003375,EMP-0039,2025-09,27-09-2025,7100,1775,710,950,0,0,10535,865.31,1042.81,0,0,0,865.31,9669.69,Bank Transfer,SAR
PAY-003376,EMP-0040,2025-09,27-09-2025,30000,7500,1200,0,0,0,38700,0,750,0,0,0,0,38700,Bank Transfer,SAR
PAY-003377,EMP-0041,2025-09,27-09-2025,9050,2263,905,1050,0,0,13268,1103.02,1329.28,0,0,250,1353.02,11914.98,Bank Transfer,SAR
PAY-003378,EMP-0042,2025-09,27-09-2025,4550,1138,455,0,19,540.31,6683.31,0,113.76,409.53,0,0,409.53,6273.78,Bank Transfer,SAR
PAY-003379,EMP-0043,2025-09,27-09-2025,4450,1113,445,0,0,0,6008,0,111.26,0,0,0,0,6008,Bank Transfer,SAR
PAY-003380,EMP-0044,2025-09,27-09-2025,7600,1900,760,0,20,950,11210,0,190,684,1350,0,2034,9176,Bank Transfer,SAR
PAY-003381,EMP-0045,2025-09,27-09-2025,6100,1525,610,0,0,0,8235,0,152.5,0,0,0,0,8235,Bank Transfer,SAR
PAY-003382,EMP-0046,2025-09,27-09-2025,3450,863,345,0,0,0,4658,0,86.26,0,0,0,0,4658,Bank Transfer,SAR
PAY-003383,EMP-0047,2025-09,27-09-2025,8350,2088,835,0,0,0,11273,1017.71,1226.46,0,0,0,1017.71,10255.29,Bank Transfer,SAR
PAY-003384,EMP-0048,2025-09,27-09-2025,21750,5438,1200,0,0,0,28388,2650.83,3194.59,0,0,0,2650.83,25737.17,Bank Transfer,SAR
PAY-003385,EMP-0049,2025-09,27-09-2025,4100,1025,410,2000,0,0,7535,499.69,602.19,0,0,0,499.69,7035.31,Bank Transfer,SAR
PAY-003386,EMP-0050,2025-09,27-09-2025,3250,813,325,0,25,507.81,4895.81,0,81.26,0,300,0,300,4595.81,Bank Transfer,SAR
PAY-003387,EMP-0051,2025-09,27-09-2025,7700,1925,770,0,0,0,10395,0,192.5,0,0,0,0,10395,Bank Transfer,SAR
PAY-003388,EMP-0052,2025-09,27-09-2025,4700,1175,470,0,0,0,6345,572.81,690.31,0,0,0,572.81,5772.19,Bank Transfer,SAR
PAY-003389,EMP-0053,2025-09,27-09-2025,4100,1025,410,0,4.5,115.31,5650.31,499.69,602.19,184.5,0,0,684.19,4966.12,Bank Transfer,SAR
PAY-003390,EMP-0055,2025-09,27-09-2025,4250,1063,425,0,0,0,5738,0,106.26,0,0,0,0,5738,Bank Transfer,SAR
PAY-003391,EMP-0057,2025-09,27-09-2025,4550,1138,455,700,0,0,6843,554.58,668.34,614.3,0,130,1298.88,5544.12,WPS Transfer,SAR
PAY-003392,EMP-0058,2025-09,27-09-2025,3850,963,385,0,0,0,5198,0,96.26,0,0,0,0,5198,Bank Transfer,SAR
PAY-003393,EMP-0059,2025-09,27-09-2025,9300,2325,930,0,0,0,12555,0,232.5,0,0,0,0,12555,Bank Transfer,SAR
PAY-003394,EMP-0060,2025-09,27-09-2025,4500,1125,450,0,19,534.38,6609.38,548.44,660.94,0,0,0,548.44,6060.94,Bank Transfer,SAR
PAY-003395,EMP-0061,2025-09,27-09-2025,4000,1000,400,1300,19,475,7175,487.5,587.5,0,0,0,487.5,6687.5,WPS Transfer,SAR
PAY-003396,EMP-0062,2025-09,27-09-2025,4050,1013,405,1000,0,0,6468,0,101.26,0,0,0,0,6468,Bank Transfer,SAR
PAY-003397,EMP-0063,2025-09,27-09-2025,8050,2013,805,0,19,955.94,11823.94,981.14,1182.4,362.27,0,0,1343.41,10480.53,Bank Transfer,SAR
PAY-003398,EMP-0064,2025-09,27-09-2025,4600,1150,460,0,24,690,6900,0,115,0,0,0,0,6900,Bank Transfer,SAR
PAY-003399,EMP-0065,2025-09,27-09-2025,28650,7163,1200,0,0,0,37013,0,716.26,0,0,0,0,37013,Bank Transfer,SAR
PAY-003400,EMP-0066,2025-09,27-09-2025,3950,988,395,1000,22,543.13,6876.13,0,98.76,0,0,0,0,6876.13,Bank Transfer,SAR
PAY-003401,EMP-0067,2025-09,27-09-2025,3450,863,345,0,6.5,140.16,4798.16,420.52,506.78,0,0,0,420.52,4377.64,Bank Transfer,SAR
PAY-003402,EMP-0068,2025-09,27-09-2025,3750,938,375,0,14.5,339.84,5402.84,0,93.76,0,0,0,0,5402.84,Bank Transfer,SAR
PAY-003403,EMP-0069,2025-09,27-09-2025,25850,6463,1200,0,0,0,33513,0,646.26,0,0,0,0,33513,Bank Transfer,SAR
PAY-003404,EMP-0070,2025-09,27-09-2025,3700,925,370,0,15.5,358.44,5353.44,0,92.5,0,0,0,0,5353.44,Bank Transfer,SAR
PAY-003405,EMP-0071,2025-09,27-09-2025,7100,1775,710,0,0,0,9585,0,177.5,0,2350,0,2350,7235,Bank Transfer,SAR
PAY-003406,EMP-0072,2025-09,27-09-2025,4450,1113,445,0,0,0,6008,0,111.26,0,1450,0,1450,4558,WPS Transfer,SAR
PAY-003407,EMP-0073,2025-09,27-09-2025,27600,6900,1200,0,0,0,35700,3363.75,4053.75,0,0,0,3363.75,32336.25,Bank Transfer,SAR
PAY-003408,EMP-0074,2025-09,27-09-2025,3300,825,330,0,0,0,4455,402.19,484.69,0,0,0,402.19,4052.81,Bank Transfer,SAR
PAY-003409,EMP-0077,2025-09,27-09-2025,4600,1150,460,1200,0,0,7410,0,115,0,0,0,0,7410,Bank Transfer,SAR
PAY-003410,EMP-0079,2025-09,27-09-2025,6450,1613,645,550,21,846.56,10104.56,786.14,947.4,0,0,0,786.14,9318.42,Bank Transfer,SAR
PAY-003411,EMP-0080,2025-09,27-09-2025,3200,800,320,0,0,0,4320,0,80,144,0,430,574,3746,Bank Transfer,SAR
PAY-003412,EMP-0081,2025-09,27-09-2025,8250,2063,825,0,0,0,11138,0,206.26,0,0,550,550,10588,Bank Transfer,SAR
PAY-003413,EMP-0082,2025-09,27-09-2025,4000,1000,400,0,0,0,5400,0,100,0,0,0,0,5400,Bank Transfer,SAR
PAY-003414,EMP-0083,2025-09,27-09-2025,10200,2550,1020,0,0,0,13770,0,255,0,2300,0,2300,11470,Bank Transfer,SAR
PAY-003415,EMP-0084,2025-09,27-09-2025,12750,3188,1200,0,0,0,17138,0,318.76,0,0,0,0,17138,Bank Transfer,SAR
PAY-003416,EMP-0086,2025-09,27-09-2025,3550,888,355,0,0,0,4793,0,88.76,0,1750,0,1750,3043,Bank Transfer,SAR
PAY-003417,EMP-0087,2025-09,27-09-2025,25550,6388,1200,0,0,0,33138,3113.96,3752.71,0,0,0,3113.96,30024.04,Bank Transfer,SAR
PAY-003418,EMP-0088,2025-09,27-09-2025,23950,5988,1200,0,0,0,31138,2918.96,3517.71,0,0,0,2918.96,28219.04,Bank Transfer,SAR
PAY-003419,EMP-0089,2025-09,27-09-2025,20900,5225,1200,650,0,0,27975,0,522.5,0,0,0,0,27975,Bank Transfer,SAR
PAY-003420,EMP-0091,2025-09,27-09-2025,34650,8663,1200,0,0,0,44513,4223.02,5089.28,0,0,0,4223.02,40289.98,Bank Transfer,SAR
PAY-003421,EMP-0092,2025-09,27-09-2025,4550,1138,455,0,0,0,6143,554.58,668.34,0,0,0,554.58,5588.42,Bank Transfer,SAR
PAY-003422,EMP-0093,2025-09,27-09-2025,4900,1225,490,0,0,0,6615,0,122.5,0,0,0,0,6615,Bank Transfer,SAR
PAY-003423,EMP-0095,2025-09,27-09-2025,18600,4650,1200,1150,0,0,25600,0,465,0,0,0,0,25600,Bank Transfer,SAR
PAY-003424,EMP-0097,2025-09,27-09-2025,5050,1263,505,0,7.5,236.72,7054.72,0,126.26,0,0,0,0,7054.72,Bank Transfer,SAR
PAY-003425,EMP-0098,2025-09,27-09-2025,6350,1588,635,0,0,0,8573,0,158.76,0,0,410,410,8163,Bank Transfer,SAR
PAY-003426,EMP-0099,2025-09,27-09-2025,11850,2963,1185,0,22.5,1666.41,17664.41,1444.27,1740.53,0,1300,0,2744.27,14920.14,Bank Transfer,SAR
